id,order_id,item_code,item_name,quantity,unit_price,total_price
127,121,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5,99.99,474.95
128,122,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5,99.99,449.96
129,123,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5,99.99,449.96
130,124,DC-PROD-251,Brooks Women's Ghost 6 Running Shoe,5,89.99,337.46
131,125,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5,59.99,299.95
132,126,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5,59.99,296.95
133,127,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5,59.99,296.95
134,128,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5,59.99,293.95
135,129,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5,59.99,290.95
136,130,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5,59.99,287.95
137,131,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5,59.99,283.45
138,132,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,1,99.99,86.99
139,133,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,127.39
140,134,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,118.29
141,135,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,116.99
142,133,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,49.19
143,136,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,103.99
144,137,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,296.98
145,135,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,293.98
146,138,DC-PROD-1352,Industrial consumer electronics,1,252.88,252.88
147,139,DC-PROD-1349,Web Camera,1,452.04,447.52
148,140,DC-PROD-1352,Industrial consumer electronics,1,252.88,250.35
149,141,DC-PROD-1349,Web Camera,1,452.04,443.0
150,142,DC-PROD-1352,Industrial consumer electronics,1,252.88,245.29
151,143,DC-PROD-1349,Web Camera,1,452.04,433.96
152,144,DC-PROD-1352,Industrial consumer electronics,1,252.88,240.24
153,145,DC-PROD-1351,Dell Laptop,1,1500.0,1417.5
154,146,DC-PROD-1349,Web Camera,1,452.04,427.18
155,147,DC-PROD-1349,Web Camera,1,452.04,427.18
156,148,DC-PROD-1351,Dell Laptop,1,1500.0,1395.0
157,149,DC-PROD-1349,Web Camera,1,452.04,420.4
158,150,DC-PROD-1352,Industrial consumer electronics,1,252.88,230.12
159,151,DC-PROD-1349,Web Camera,1,452.04,411.36
160,152,DC-PROD-1352,Industrial consumer electronics,1,252.88,230.12
161,153,DC-PROD-1351,Dell Laptop,1,1500.0,1365.0
162,154,DC-PROD-1349,Web Camera,1,452.04,406.84
163,155,DC-PROD-1352,Industrial consumer electronics,1,252.88,227.59
164,156,DC-PROD-1349,Web Camera,1,452.04,384.23
165,157,DC-PROD-1352,Industrial consumer electronics,1,252.88,214.95
166,158,DC-PROD-1349,Web Camera,1,452.04,379.71
167,159,DC-PROD-1352,Industrial consumer electronics,1,252.88,209.89
168,160,DC-PROD-1352,Industrial consumer electronics,1,252.88,209.89
169,161,DC-PROD-1352,Industrial consumer electronics,1,252.88,209.89
170,162,DC-PROD-1349,Web Camera,1,452.04,370.67
171,163,DC-PROD-1349,Web Camera,1,452.04,370.67
172,164,DC-PROD-1352,Industrial consumer electronics,1,252.88,207.36
173,165,DC-PROD-1351,Dell Laptop,1,1500.0,1200.0
174,166,DC-PROD-1349,Web Camera,1,452.04,339.03
175,167,DC-PROD-60,SOLE E25 Elliptical,1,999.99,989.99
176,168,DC-PROD-24,Elevation Training Mask 2.0,1,79.99,78.39
177,169,DC-PROD-44,adidas Men's F10 Messi TRX FG Soccer Cleat,1,59.99,52.19
178,170,DC-PROD-278,Under Armour Men's Compression EV SL Slide,1,44.99,43.19
179,171,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,1,99.99,95.99
180,172,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,1,99.99,94.99
181,173,DC-PROD-278,Under Armour Men's Compression EV SL Slide,1,44.99,41.84
182,174,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,1,99.99,89.99
183,175,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,1,99.99,87.99
184,176,DC-PROD-278,Under Armour Men's Compression EV SL Slide,3,44.99,128.22
185,177,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,3,99.99,278.97
186,178,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,3,99.99,272.97
187,177,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,3,99.99,272.97
188,179,DC-PROD-365,Perfect Fitness Perfect Rip Deck,3,59.99,170.97
189,180,DC-PROD-365,Perfect Fitness Perfect Rip Deck,3,59.99,167.37
190,181,DC-PROD-365,Perfect Fitness Perfect Rip Deck,3,59.99,158.37
191,182,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,3,39.99,118.77
192,181,DC-PROD-567,adidas Men's Germany Black Crest Away Tee,3,25.0,73.5
193,183,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,3,50.0,132.0
194,176,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,3,50.0,132.0
195,183,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,3,50.0,130.5
196,184,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,3,39.99,99.58
197,185,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,3,39.99,99.58
198,186,DC-PROD-893,Team Golf Pittsburgh Steelers Putter Grip,3,24.99,74.22
199,187,DC-PROD-924,Glove It Urban Brick Golf Towel,3,15.99,40.29
200,188,DC-PROD-365,Perfect Fitness Perfect Rip Deck,4,59.99,227.96
201,189,DC-PROD-365,Perfect Fitness Perfect Rip Deck,4,59.99,203.97
202,190,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,4,50.0,200.0
203,190,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,4,39.99,156.76
204,191,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,4,50.0,189.0
205,192,DC-PROD-905,Team Golf Texas Longhorns Putter Grip,4,24.99,79.97
206,193,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,4,99.99,363.96
207,194,DC-PROD-365,Perfect Fitness Perfect Rip Deck,4,59.99,239.96
208,195,DC-PROD-365,Perfect Fitness Perfect Rip Deck,4,59.99,230.36
209,196,DC-PROD-365,Perfect Fitness Perfect Rip Deck,4,59.99,227.96
210,197,DC-PROD-365,Perfect Fitness Perfect Rip Deck,4,59.99,226.76
211,198,DC-PROD-365,Perfect Fitness Perfect Rip Deck,4,59.99,208.77
212,199,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,4,50.0,200.0
213,200,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,4,50.0,198.0
214,201,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,4,39.99,155.16
215,202,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,4,39.99,151.16
216,203,DC-PROD-564,Nike Men's Deutschland Weltmeister Winners Bl,4,30.0,111.6
217,204,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,4,50.0,170.0
218,205,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,4,50.0,160.0
219,206,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,4,50.0,150.0
220,207,DC-PROD-885,Team Golf St. Louis Cardinals Putter Grip,4,24.99,94.46
221,208,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,4,99.99,395.96
222,209,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,4,99.99,391.96
223,210,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,4,99.99,379.96
224,211,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,4,99.99,363.96
225,212,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,4,99.99,359.96
226,212,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,4,99.99,351.96
227,213,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,4,99.99,351.96
228,214,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,4,99.99,339.97
229,215,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,124.79
230,216,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,124.79
231,217,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,56.99
232,218,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,123.49
233,219,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,123.49
234,220,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,123.49
235,221,DC-PROD-1363,Summer dresses,1,215.82,205.03
236,222,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,123.49
237,223,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,123.49
238,224,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,123.49
239,225,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,123.49
240,226,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,56.99
241,216,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,123.49
242,227,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,123.49
243,228,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,123.49
244,229,DC-PROD-1353,Porcelain crafts,1,461.48,436.1
245,230,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,122.84
246,231,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,56.69
247,232,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,122.84
248,233,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,122.84
249,234,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,122.84
250,235,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,122.84
251,227,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,122.84
252,236,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,122.84
253,228,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,122.84
254,237,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,120.89
255,238,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,120.89
256,239,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,120.89
257,240,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,120.89
258,241,DC-PROD-1363,Summer dresses,1,215.82,200.71
259,242,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,55.79
260,243,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,120.89
261,244,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,120.89
262,245,DC-PROD-1363,Summer dresses,1,215.82,200.71
263,246,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,120.89
264,247,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,120.89
265,248,DC-PROD-1363,Summer dresses,1,215.82,200.71
266,249,DC-PROD-1353,Porcelain crafts,1,461.48,429.18
267,250,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,120.89
268,251,DC-PROD-1363,Summer dresses,1,215.82,200.71
269,252,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,120.89
270,253,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,120.89
271,254,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,118.29
272,255,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,54.59
273,256,DC-PROD-1357,Men's gala suit,1,210.85,191.87
274,257,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,5,50.0,225.0
275,258,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,5,50.0,220.0
276,259,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,5,39.99,173.96
277,260,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,5,39.99,169.96
278,261,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,5,50.0,210.0
279,262,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,5,50.0,207.5
280,263,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,5,50.0,207.5
281,264,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,5,50.0,207.5
282,265,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,5,50.0,205.0
283,266,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,5,50.0,205.0
284,267,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,5,50.0,205.0
285,268,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,5,50.0,200.0
286,269,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,5,39.99,149.96
287,270,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,5,50.0,187.5
288,271,DC-PROD-906,Team Golf Tennessee Volunteers Putter Grip,5,24.99,124.95
289,272,DC-PROD-885,Team Golf St. Louis Cardinals Putter Grip,5,24.99,118.7
290,273,DC-PROD-886,Team Golf San Francisco Giants Putter Grip,5,24.99,118.08
291,274,DC-PROD-926,Glove It Imperial Golf Towel,5,15.99,74.35
292,275,DC-PROD-924,Glove It Urban Brick Golf Towel,5,15.99,67.16
293,276,DC-PROD-825,Bridgestone e6 Straight Distance NFL Tennesse,5,31.99,131.16
294,277,DC-PROD-977,ENO Atlas Hammock Straps,5,29.99,119.96
295,278,DC-PROD-116,Nike Men's Comfort 2 Slide,5,44.99,186.71
296,279,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5,99.99,474.95
297,280,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5,59.99,299.95
298,281,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,5,39.99,165.96
299,282,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,5,50.0,200.0
300,283,DC-PROD-818,Titleist Pro V1x Golf Balls,5,47.99,196.76
301,284,DC-PROD-44,adidas Men's F10 Messi TRX FG Soccer Cleat,5,59.99,284.95
302,285,DC-PROD-235,Under Armour Hustle Storm Medium Duffle Bag,5,34.99,174.95
303,286,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5,99.99,494.95
304,287,DC-PROD-273,Under Armour Kids' Mercenary Slide,5,27.99,137.15
305,288,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5,99.99,489.95
306,289,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5,99.99,484.95
307,290,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5,99.99,484.95
308,291,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5,99.99,484.95
309,292,DC-PROD-282,Under Armour Women's Ignite PIP VI Slide,5,31.99,155.15
310,293,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5,99.99,479.95
311,294,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5,99.99,479.95
312,295,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5,99.99,474.95
313,296,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5,99.99,474.95
314,297,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5,99.99,474.95
315,298,DC-PROD-235,Under Armour Hustle Storm Medium Duffle Bag,5,34.99,166.2
316,299,DC-PROD-235,Under Armour Hustle Storm Medium Duffle Bag,5,34.99,165.33
317,300,DC-PROD-359,Nike Men's Free TR 5.0 TB Training Shoe,5,99.99,464.95
318,301,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5,99.99,454.95
319,302,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,101.98
320,303,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,101.98
321,304,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,99.58
322,305,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,99.58
323,306,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,99.58
324,307,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,100.0
325,308,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,100.0
326,309,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,99.0
327,310,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2,39.99,79.18
328,311,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,97.0
329,312,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,96.0
330,313,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2,39.99,76.78
331,314,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2,39.99,75.98
332,315,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2,39.99,75.98
333,316,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,95.0
334,317,DC-PROD-565,adidas Youth Germany Black/Red Away Match Soc,2,70.0,132.3
335,318,DC-PROD-567,adidas Men's Germany Black Crest Away Tee,2,25.0,46.5
336,319,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,93.0
337,320,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,93.0
