id,invoice_id,purchase_order_item_id,item_code,description,quantity,unit_price,tax_rate,tax_amount,amount
60,60,68,ITM-DEV-015,HDMI/DisplayPort Adapters,447.0,450.0,18.0,36207.0,237357.0
61,61,359,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
62,62,298,ITM-DEV-002,Corrugated Shipping Boxes,719.0,38.0,18.0,4917.96,32239.96
63,63,124,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
64,64,53,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
65,65,469,ITM-DEV-005,Electrical Control Panels,16.0,18500.0,18.0,53280.0,349280.0
66,66,171,ITM-DEV-006,Copper Cable 4 sq mm,119.0,145.0,18.0,3105.9,20360.9
67,67,211,ITM-DEV-007,Pallet Stretch Film,1000.0,165.0,18.0,29700.0,194700.0
68,68,259,ITM-DEV-008,Industrial Lubricant 20L,45.0,3250.0,18.0,26325.0,172575.0
69,69,198,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
70,70,436,ITM-DEV-010,Pallet Racking Beam,46.0,4200.0,18.0,34776.0,227976.0
71,71,15,ITM-DEV-011,Nitrile Chemical Gloves,1000.0,175.0,18.0,31500.0,206500.0
72,72,82,ITM-DEV-012,PLC Communication Module,39.0,8200.0,18.0,57564.0,377364.0
73,73,388,ITM-DEV-013,Industrial Cleaning Chemical,475.0,290.0,18.0,24795.0,162545.0
74,74,322,ITM-DEV-014,Thermal Transfer Ribbon,501.0,680.0,18.0,61322.4,402002.4
75,75,413,ITM-DEV-015,HDMI/DisplayPort Adapters,247.0,450.0,18.0,20007.0,131157.0
76,76,459,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
77,77,406,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
78,78,164,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
79,79,385,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
80,80,458,ITM-DEV-005,Electrical Control Panels,7.0,18500.0,18.0,23310.0,152810.0
81,81,176,ITM-DEV-006,Copper Cable 4 sq mm,557.0,145.0,18.0,14537.7,95302.7
82,82,464,ITM-DEV-007,Pallet Stretch Film,307.0,165.0,18.0,9117.9,59772.9
83,83,178,ITM-DEV-008,Industrial Lubricant 20L,66.0,3250.0,18.0,38610.0,253110.0
84,84,330,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
85,85,229,ITM-DEV-010,Pallet Racking Beam,5.0,4200.0,18.0,3780.0,24780.0
86,86,238,ITM-DEV-011,Nitrile Chemical Gloves,1000.0,175.0,18.0,31500.0,206500.0
87,87,163,ITM-DEV-012,PLC Communication Module,27.0,8200.0,18.0,39852.0,261252.0
88,88,254,ITM-DEV-013,Industrial Cleaning Chemical,34.0,290.0,18.0,1774.8,11634.8
89,89,67,ITM-DEV-014,Thermal Transfer Ribbon,390.0,680.0,18.0,47736.0,312936.0
90,90,476,ITM-DEV-015,HDMI/DisplayPort Adapters,274.0,450.0,18.0,22194.0,145494.0
91,91,54,ITM-DEV-001,Industrial Safety Gloves,897.0,120.0,18.0,19375.2,127015.2
92,92,88,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
93,93,395,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
94,94,150,ITM-DEV-004,Stainless Steel Fasteners,626.0,18.5,18.0,2084.58,13665.58
95,95,476,ITM-DEV-005,Electrical Control Panels,12.0,18500.0,18.0,39960.0,261960.0
96,96,33,ITM-DEV-006,Copper Cable 4 sq mm,164.0,145.0,18.0,4280.4,28060.4
97,97,174,ITM-DEV-007,Pallet Stretch Film,450.0,165.0,18.0,13365.0,87615.0
98,98,81,ITM-DEV-008,Industrial Lubricant 20L,48.0,3250.0,18.0,28080.0,184080.0
99,99,283,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
100,100,366,ITM-DEV-010,Pallet Racking Beam,84.0,4200.0,18.0,63504.0,416304.0
101,101,143,ITM-DEV-011,Nitrile Chemical Gloves,825.0,175.0,18.0,25987.5,170362.5
102,102,108,ITM-DEV-012,PLC Communication Module,21.0,8200.0,18.0,30996.0,203196.0
103,103,25,ITM-DEV-013,Industrial Cleaning Chemical,690.0,290.0,18.0,36018.0,236118.0
104,104,19,ITM-DEV-014,Thermal Transfer Ribbon,234.0,680.0,18.0,28641.6,187761.6
105,105,208,ITM-DEV-015,HDMI/DisplayPort Adapters,734.0,450.0,18.0,59454.0,389754.0
106,106,305,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
107,107,341,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
108,108,356,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
109,109,260,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
110,110,464,ITM-DEV-005,Electrical Control Panels,12.0,18500.0,18.0,39960.0,261960.0
111,111,412,ITM-DEV-006,Copper Cable 4 sq mm,1000.0,145.0,18.0,26100.0,171100.0
112,112,23,ITM-DEV-007,Pallet Stretch Film,711.0,165.0,18.0,21116.7,138431.7
113,113,467,ITM-DEV-008,Industrial Lubricant 20L,95.0,3250.0,18.0,55575.0,364325.0
114,114,167,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
115,115,210,ITM-DEV-010,Pallet Racking Beam,52.0,4200.0,18.0,39312.0,257712.0
116,116,19,ITM-DEV-011,Nitrile Chemical Gloves,1000.0,175.0,18.0,31500.0,206500.0
117,117,288,ITM-DEV-012,PLC Communication Module,4.0,8200.0,18.0,5904.0,38704.0
118,118,42,ITM-DEV-013,Industrial Cleaning Chemical,88.0,290.0,18.0,4593.6,30113.6
119,119,491,ITM-DEV-014,Thermal Transfer Ribbon,249.0,680.0,18.0,30477.6,199797.6
120,120,315,ITM-DEV-015,HDMI/DisplayPort Adapters,603.0,450.0,18.0,48843.0,320193.0
121,121,269,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
122,122,363,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
123,123,238,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
124,124,187,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
125,125,73,ITM-DEV-005,Electrical Control Panels,7.0,18500.0,18.0,23310.0,152810.0
126,126,232,ITM-DEV-006,Copper Cable 4 sq mm,1000.0,145.0,18.0,26100.0,171100.0
127,127,416,ITM-DEV-007,Pallet Stretch Film,1000.0,165.0,18.0,29700.0,194700.0
128,128,312,ITM-DEV-008,Industrial Lubricant 20L,77.0,3250.0,18.0,45045.0,295295.0
129,129,112,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
130,130,480,ITM-DEV-010,Pallet Racking Beam,14.0,4200.0,18.0,10584.0,69384.0
131,131,249,ITM-DEV-011,Nitrile Chemical Gloves,1000.0,175.0,18.0,31500.0,206500.0
132,132,282,ITM-DEV-012,PLC Communication Module,39.0,8200.0,18.0,57564.0,377364.0
133,133,157,ITM-DEV-013,Industrial Cleaning Chemical,626.0,290.0,18.0,32677.2,214217.2
134,134,262,ITM-DEV-014,Thermal Transfer Ribbon,467.0,680.0,18.0,57160.8,374720.8
135,135,79,ITM-DEV-015,HDMI/DisplayPort Adapters,120.0,450.0,18.0,9720.0,63720.0
136,136,205,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
137,137,30,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
138,138,243,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
139,139,458,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
140,140,85,ITM-DEV-005,Electrical Control Panels,14.0,18500.0,18.0,46620.0,305620.0
141,141,24,ITM-DEV-006,Copper Cable 4 sq mm,599.0,145.0,18.0,15633.9,102488.9
142,142,437,ITM-DEV-007,Pallet Stretch Film,262.0,165.0,18.0,7781.4,51011.4
143,143,478,ITM-DEV-008,Industrial Lubricant 20L,47.0,3250.0,18.0,27495.0,180245.0
144,144,193,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
145,145,160,ITM-DEV-010,Pallet Racking Beam,77.0,4200.0,18.0,58212.0,381612.0
146,146,359,ITM-DEV-011,Nitrile Chemical Gloves,151.0,175.0,18.0,4756.5,31181.5
147,147,129,ITM-DEV-012,PLC Communication Module,3.0,8200.0,18.0,4428.0,29028.0
148,148,450,ITM-DEV-013,Industrial Cleaning Chemical,549.0,290.0,18.0,28657.8,187867.8
149,149,292,ITM-DEV-014,Thermal Transfer Ribbon,380.0,680.0,18.0,46512.0,304912.0
150,150,70,ITM-DEV-015,HDMI/DisplayPort Adapters,290.0,450.0,18.0,23490.0,153990.0
151,151,264,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
152,152,352,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
153,153,329,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
154,154,193,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
155,155,48,ITM-DEV-005,Electrical Control Panels,17.0,18500.0,18.0,56610.0,371110.0
156,156,161,ITM-DEV-006,Copper Cable 4 sq mm,1000.0,145.0,18.0,26100.0,171100.0
157,157,325,ITM-DEV-007,Pallet Stretch Film,684.0,165.0,18.0,20314.8,133174.8
158,158,133,ITM-DEV-008,Industrial Lubricant 20L,83.0,3250.0,18.0,48555.0,318305.0
159,159,137,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
160,160,432,ITM-DEV-010,Pallet Racking Beam,14.0,4200.0,18.0,10584.0,69384.0
161,161,153,ITM-DEV-011,Nitrile Chemical Gloves,1000.0,175.0,18.0,31500.0,206500.0
162,162,179,ITM-DEV-012,PLC Communication Module,36.0,8200.0,18.0,53136.0,348336.0
163,163,94,ITM-DEV-013,Industrial Cleaning Chemical,884.0,290.0,18.0,46144.8,302504.8
164,164,294,ITM-DEV-014,Thermal Transfer Ribbon,191.0,680.0,18.0,23378.4,153258.4
165,165,390,ITM-DEV-015,HDMI/DisplayPort Adapters,644.0,450.0,18.0,52164.0,341964.0
166,166,322,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
167,167,104,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
168,168,404,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
169,169,188,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
170,170,122,ITM-DEV-005,Electrical Control Panels,9.0,18500.0,18.0,29970.0,196470.0
171,171,488,ITM-DEV-006,Copper Cable 4 sq mm,1000.0,145.0,18.0,26100.0,171100.0
172,172,249,ITM-DEV-007,Pallet Stretch Film,484.0,165.0,18.0,14374.8,94234.8
173,173,156,ITM-DEV-008,Industrial Lubricant 20L,62.0,3250.0,18.0,36270.0,237770.0
174,174,362,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
175,175,307,ITM-DEV-010,Pallet Racking Beam,42.0,4200.0,18.0,31752.0,208152.0
176,176,53,ITM-DEV-011,Nitrile Chemical Gloves,349.0,175.0,18.0,10993.5,72068.5
177,177,15,ITM-DEV-012,PLC Communication Module,43.0,8200.0,18.0,63468.0,416068.0
178,178,182,ITM-DEV-013,Industrial Cleaning Chemical,1000.0,290.0,18.0,52200.0,342200.0
179,179,243,ITM-DEV-014,Thermal Transfer Ribbon,32.0,680.0,18.0,3916.8,25676.8
180,180,113,ITM-DEV-015,HDMI/DisplayPort Adapters,775.0,450.0,18.0,62775.0,411525.0
181,181,238,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
182,182,166,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
183,183,256,ITM-DEV-003,HDPE Packaging Bags,441.0,24.0,18.0,1905.12,12489.12
184,184,68,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
185,185,369,ITM-DEV-005,Electrical Control Panels,1.0,18500.0,18.0,3330.0,21830.0
186,186,154,ITM-DEV-006,Copper Cable 4 sq mm,1000.0,145.0,18.0,26100.0,171100.0
187,187,471,ITM-DEV-007,Pallet Stretch Film,1000.0,165.0,18.0,29700.0,194700.0
188,188,127,ITM-DEV-008,Industrial Lubricant 20L,106.0,3250.0,18.0,62010.0,406510.0
189,189,447,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
190,190,280,ITM-DEV-010,Pallet Racking Beam,38.0,4200.0,18.0,28728.0,188328.0
191,191,364,ITM-DEV-011,Nitrile Chemical Gloves,369.0,175.0,18.0,11623.5,76198.5
192,192,292,ITM-DEV-012,PLC Communication Module,29.0,8200.0,18.0,42804.0,280604.0
193,193,400,ITM-DEV-013,Industrial Cleaning Chemical,1000.0,290.0,18.0,52200.0,342200.0
194,194,53,ITM-DEV-014,Thermal Transfer Ribbon,296.0,680.0,18.0,36230.4,237510.4
195,195,264,ITM-DEV-015,HDMI/DisplayPort Adapters,335.0,450.0,18.0,27135.0,177885.0
196,196,313,ITM-DEV-001,Industrial Safety Gloves,911.0,120.0,18.0,19677.6,128997.6
197,197,20,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
198,198,74,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
199,199,219,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
200,200,419,ITM-DEV-005,Electrical Control Panels,9.0,18500.0,18.0,29970.0,196470.0
201,201,371,ITM-DEV-006,Copper Cable 4 sq mm,1000.0,145.0,18.0,26100.0,171100.0
202,202,418,ITM-DEV-007,Pallet Stretch Film,1000.0,165.0,18.0,29700.0,194700.0
203,203,218,ITM-DEV-008,Industrial Lubricant 20L,41.0,3250.0,18.0,23985.0,157235.0
204,204,252,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
205,205,447,ITM-DEV-010,Pallet Racking Beam,17.0,4200.0,18.0,12852.0,84252.0
206,206,163,ITM-DEV-011,Nitrile Chemical Gloves,1000.0,175.0,18.0,31500.0,206500.0
207,207,481,ITM-DEV-012,PLC Communication Module,29.0,8200.0,18.0,42804.0,280604.0
208,208,53,ITM-DEV-013,Industrial Cleaning Chemical,410.0,290.0,18.0,21402.0,140302.0
209,209,270,ITM-DEV-014,Thermal Transfer Ribbon,473.0,680.0,18.0,57895.2,379535.2
210,210,460,ITM-DEV-015,HDMI/DisplayPort Adapters,233.0,450.0,18.0,18873.0,123723.0
211,211,278,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
212,212,487,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
213,213,211,ITM-DEV-003,HDPE Packaging Bags,889.0,24.0,18.0,3840.48,25176.48
214,214,268,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
215,215,88,ITM-DEV-005,Electrical Control Panels,15.0,18500.0,18.0,49950.0,327450.0
216,216,175,ITM-DEV-006,Copper Cable 4 sq mm,708.0,145.0,18.0,18478.8,121138.8
217,217,473,ITM-DEV-007,Pallet Stretch Film,571.0,165.0,18.0,16958.7,111173.7
218,218,156,ITM-DEV-008,Industrial Lubricant 20L,79.0,3250.0,18.0,46215.0,302965.0
219,219,83,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
220,220,475,ITM-DEV-010,Pallet Racking Beam,16.0,4200.0,18.0,12096.0,79296.0
221,221,496,ITM-DEV-011,Nitrile Chemical Gloves,164.0,175.0,18.0,5166.0,33866.0
222,222,445,ITM-DEV-012,PLC Communication Module,37.0,8200.0,18.0,54612.0,358012.0
223,223,432,ITM-DEV-013,Industrial Cleaning Chemical,922.0,290.0,18.0,48128.4,315508.4
224,224,26,ITM-DEV-014,Thermal Transfer Ribbon,131.0,680.0,18.0,16034.4,105114.4
225,225,336,ITM-DEV-015,HDMI/DisplayPort Adapters,325.0,450.0,18.0,26325.0,172575.0
226,226,208,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
227,227,44,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
228,228,75,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
229,229,106,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
230,230,206,ITM-DEV-005,Electrical Control Panels,9.0,18500.0,18.0,29970.0,196470.0
231,231,321,ITM-DEV-006,Copper Cable 4 sq mm,1000.0,145.0,18.0,26100.0,171100.0
232,232,394,ITM-DEV-007,Pallet Stretch Film,1000.0,165.0,18.0,29700.0,194700.0
233,233,392,ITM-DEV-008,Industrial Lubricant 20L,21.0,3250.0,18.0,12285.0,80535.0
234,234,14,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
235,235,68,ITM-DEV-010,Pallet Racking Beam,45.0,4200.0,18.0,34020.0,223020.0
236,236,300,ITM-DEV-011,Nitrile Chemical Gloves,1000.0,175.0,18.0,31500.0,206500.0
237,237,462,ITM-DEV-012,PLC Communication Module,44.0,8200.0,18.0,64944.0,425744.0
238,238,199,ITM-DEV-013,Industrial Cleaning Chemical,131.0,290.0,18.0,6838.2,44828.2
239,239,184,ITM-DEV-014,Thermal Transfer Ribbon,295.0,680.0,18.0,36108.0,236708.0
240,240,228,ITM-DEV-015,HDMI/DisplayPort Adapters,816.0,450.0,18.0,66096.0,433296.0
241,241,376,ITM-DEV-001,Industrial Safety Gloves,509.0,120.0,18.0,10994.4,72074.4
242,242,142,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
243,243,364,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
244,244,169,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
245,245,371,ITM-DEV-005,Electrical Control Panels,6.0,18500.0,18.0,19980.0,130980.0
246,246,398,ITM-DEV-006,Copper Cable 4 sq mm,482.0,145.0,18.0,12580.2,82470.2
247,247,232,ITM-DEV-007,Pallet Stretch Film,851.0,165.0,18.0,25274.7,165689.7
248,248,371,ITM-DEV-008,Industrial Lubricant 20L,55.0,3250.0,18.0,32175.0,210925.0
249,249,299,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
250,250,432,ITM-DEV-010,Pallet Racking Beam,85.0,4200.0,18.0,64260.0,421260.0
251,1,181,ITM-DEV-011,Nitrile Chemical Gloves,601.0,175.0,18.0,18931.5,124106.5
252,2,124,ITM-DEV-012,PLC Communication Module,29.0,8200.0,18.0,42804.0,280604.0
253,3,119,ITM-DEV-013,Industrial Cleaning Chemical,438.0,290.0,18.0,22863.6,149883.6
254,4,386,ITM-DEV-014,Thermal Transfer Ribbon,242.0,680.0,18.0,29620.8,194180.8
255,5,387,ITM-DEV-015,HDMI/DisplayPort Adapters,740.0,450.0,18.0,59940.0,392940.0
256,6,472,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
257,7,72,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
258,8,241,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
259,9,322,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
260,10,490,ITM-DEV-005,Electrical Control Panels,15.0,18500.0,18.0,49950.0,327450.0
261,11,307,ITM-DEV-006,Copper Cable 4 sq mm,1000.0,145.0,18.0,26100.0,171100.0
262,12,380,ITM-DEV-007,Pallet Stretch Film,1000.0,165.0,18.0,29700.0,194700.0
263,13,219,ITM-DEV-008,Industrial Lubricant 20L,112.0,3250.0,18.0,65520.0,429520.0
264,14,492,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
265,15,57,ITM-DEV-010,Pallet Racking Beam,59.0,4200.0,18.0,44604.0,292404.0
266,16,226,ITM-DEV-011,Nitrile Chemical Gloves,176.0,175.0,18.0,5544.0,36344.0
267,17,52,ITM-DEV-012,PLC Communication Module,39.0,8200.0,18.0,57564.0,377364.0
268,18,476,ITM-DEV-013,Industrial Cleaning Chemical,238.0,290.0,18.0,12423.6,81443.6
269,19,266,ITM-DEV-014,Thermal Transfer Ribbon,79.0,680.0,18.0,9669.6,63389.6
270,20,54,ITM-DEV-015,HDMI/DisplayPort Adapters,21.0,450.0,18.0,1701.0,11151.0
271,21,368,ITM-DEV-001,Industrial Safety Gloves,834.0,120.0,18.0,18014.4,118094.4
