id,purchase_order_id,inventory_item_id,item_code,item_description,uom,quantity,unit_price,tax_rate,tax_amount,amount,received_quantity
98,94,129.0,DC-PROD-642,Columbia Men's PFG Anchor Tough T-Shirt,PCS,5.0,30.0,0.0,0.0,136.5,5.0
99,95,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,5.0,39.99,0.0,0.0,181.95,5.0
100,96,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,5.0,50.0,0.0,0.0,225.0,5.0
101,97,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,5.0,50.0,0.0,0.0,225.0,5.0
102,98,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,5.0,39.99,0.0,0.0,173.96,5.0
103,99,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,5.0,50.0,0.0,0.0,217.5,5.0
104,100,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,5.0,50.0,0.0,0.0,217.5,5.0
105,101,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,5.0,39.99,0.0,0.0,169.96,5.0
106,102,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,5.0,50.0,0.0,0.0,212.5,5.0
107,103,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,5.0,39.99,0.0,0.0,167.96,5.0
108,104,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,5.0,50.0,0.0,0.0,207.5,5.0
109,105,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,5.0,50.0,0.0,0.0,207.5,5.0
110,106,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,5.0,50.0,0.0,0.0,200.0,5.0
111,107,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,5.0,50.0,0.0,0.0,200.0,5.0
112,108,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,5.0,39.99,0.0,0.0,149.96,5.0
113,109,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,5.0,50.0,0.0,0.0,187.5,5.0
114,90,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,5.0,50.0,0.0,0.0,187.5,5.0
115,110,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,5.0,50.0,0.0,0.0,187.5,5.0
116,111,130.0,DC-PROD-818,Titleist Pro V1x Golf Balls,PCS,5.0,47.99,0.0,0.0,237.55,5.0
117,97,131.0,DC-PROD-825,Bridgestone e6 Straight Distance NFL Tennesse,PCS,5.0,31.99,0.0,0.0,153.55,5.0
118,112,132.0,DC-PROD-306,Polar FT4 Heart Rate Monitor,PCS,5.0,89.99,0.0,0.0,395.96,5.0
119,113,133.0,DC-PROD-977,ENO Atlas Hammock Straps,PCS,5.0,29.99,0.0,0.0,124.46,5.0
120,114,134.0,DC-PROD-44,adidas Men's F10 Messi TRX FG Soccer Cleat,PCS,5.0,59.99,0.0,0.0,284.95,5.0
121,115,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,5.0,99.99,0.0,0.0,499.95,5.0
122,116,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,5.0,99.99,0.0,0.0,494.95,5.0
123,117,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,5.0,99.99,0.0,0.0,484.95,5.0
124,118,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,5.0,99.99,0.0,0.0,479.95,5.0
125,119,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,5.0,99.99,0.0,0.0,479.95,5.0
126,120,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,5.0,99.99,0.0,0.0,474.95,5.0
127,121,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,5.0,99.99,0.0,0.0,474.95,5.0
128,122,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,5.0,99.99,0.0,0.0,449.96,5.0
129,123,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,5.0,99.99,0.0,0.0,449.96,5.0
130,124,135.0,DC-PROD-251,Brooks Women's Ghost 6 Running Shoe,PCS,5.0,89.99,0.0,0.0,337.46,5.0
131,125,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,5.0,59.99,0.0,0.0,299.95,5.0
132,126,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,5.0,59.99,0.0,0.0,296.95,5.0
133,127,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,5.0,59.99,0.0,0.0,296.95,5.0
134,128,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,5.0,59.99,0.0,0.0,293.95,5.0
135,129,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,5.0,59.99,0.0,0.0,290.95,5.0
136,130,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,5.0,59.99,0.0,0.0,287.95,5.0
137,131,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,5.0,59.99,0.0,0.0,283.45,5.0
138,132,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,1.0,99.99,0.0,0.0,86.99,1.0
139,133,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,127.39,1.0
140,134,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,118.29,1.0
141,135,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,116.99,1.0
142,133,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,1.0,59.99,0.0,0.0,49.19,1.0
143,136,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,103.99,1.0
144,137,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,296.98,1.0
145,135,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,293.98,1.0
146,138,138.0,DC-PROD-1352,Industrial consumer electronics,PCS,1.0,252.88,0.0,0.0,252.88,1.0
147,139,139.0,DC-PROD-1349,Web Camera,PCS,1.0,452.04,0.0,0.0,447.52,1.0
148,140,138.0,DC-PROD-1352,Industrial consumer electronics,PCS,1.0,252.88,0.0,0.0,250.35,1.0
149,141,139.0,DC-PROD-1349,Web Camera,PCS,1.0,452.04,0.0,0.0,443.0,1.0
150,142,138.0,DC-PROD-1352,Industrial consumer electronics,PCS,1.0,252.88,0.0,0.0,245.29,1.0
151,143,139.0,DC-PROD-1349,Web Camera,PCS,1.0,452.04,0.0,0.0,433.96,1.0
152,144,138.0,DC-PROD-1352,Industrial consumer electronics,PCS,1.0,252.88,0.0,0.0,240.24,1.0
153,145,140.0,DC-PROD-1351,Dell Laptop,PCS,1.0,1500.0,0.0,0.0,1417.5,1.0
154,146,139.0,DC-PROD-1349,Web Camera,PCS,1.0,452.04,0.0,0.0,427.18,1.0
155,147,139.0,DC-PROD-1349,Web Camera,PCS,1.0,452.04,0.0,0.0,427.18,1.0
156,148,140.0,DC-PROD-1351,Dell Laptop,PCS,1.0,1500.0,0.0,0.0,1395.0,1.0
157,149,139.0,DC-PROD-1349,Web Camera,PCS,1.0,452.04,0.0,0.0,420.4,1.0
158,150,138.0,DC-PROD-1352,Industrial consumer electronics,PCS,1.0,252.88,0.0,0.0,230.12,1.0
159,151,139.0,DC-PROD-1349,Web Camera,PCS,1.0,452.04,0.0,0.0,411.36,1.0
160,152,138.0,DC-PROD-1352,Industrial consumer electronics,PCS,1.0,252.88,0.0,0.0,230.12,1.0
161,153,140.0,DC-PROD-1351,Dell Laptop,PCS,1.0,1500.0,0.0,0.0,1365.0,1.0
162,154,139.0,DC-PROD-1349,Web Camera,PCS,1.0,452.04,0.0,0.0,406.84,1.0
163,155,138.0,DC-PROD-1352,Industrial consumer electronics,PCS,1.0,252.88,0.0,0.0,227.59,1.0
164,156,139.0,DC-PROD-1349,Web Camera,PCS,1.0,452.04,0.0,0.0,384.23,1.0
165,157,138.0,DC-PROD-1352,Industrial consumer electronics,PCS,1.0,252.88,0.0,0.0,214.95,1.0
166,158,139.0,DC-PROD-1349,Web Camera,PCS,1.0,452.04,0.0,0.0,379.71,1.0
167,159,138.0,DC-PROD-1352,Industrial consumer electronics,PCS,1.0,252.88,0.0,0.0,209.89,1.0
168,160,138.0,DC-PROD-1352,Industrial consumer electronics,PCS,1.0,252.88,0.0,0.0,209.89,1.0
169,161,138.0,DC-PROD-1352,Industrial consumer electronics,PCS,1.0,252.88,0.0,0.0,209.89,1.0
170,162,139.0,DC-PROD-1349,Web Camera,PCS,1.0,452.04,0.0,0.0,370.67,1.0
171,163,139.0,DC-PROD-1349,Web Camera,PCS,1.0,452.04,0.0,0.0,370.67,1.0
172,164,138.0,DC-PROD-1352,Industrial consumer electronics,PCS,1.0,252.88,0.0,0.0,207.36,1.0
173,165,140.0,DC-PROD-1351,Dell Laptop,PCS,1.0,1500.0,0.0,0.0,1200.0,1.0
174,166,139.0,DC-PROD-1349,Web Camera,PCS,1.0,452.04,0.0,0.0,339.03,1.0
175,167,141.0,DC-PROD-60,SOLE E25 Elliptical,PCS,1.0,999.99,0.0,0.0,989.99,1.0
176,168,142.0,DC-PROD-24,Elevation Training Mask 2.0,PCS,1.0,79.99,0.0,0.0,78.39,1.0
177,169,134.0,DC-PROD-44,adidas Men's F10 Messi TRX FG Soccer Cleat,PCS,1.0,59.99,0.0,0.0,52.19,1.0
178,170,124.0,DC-PROD-278,Under Armour Men's Compression EV SL Slide,PCS,1.0,44.99,0.0,0.0,43.19,1.0
179,171,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,1.0,99.99,0.0,0.0,95.99,1.0
180,172,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,1.0,99.99,0.0,0.0,94.99,1.0
181,173,124.0,DC-PROD-278,Under Armour Men's Compression EV SL Slide,PCS,1.0,44.99,0.0,0.0,41.84,1.0
182,174,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,1.0,99.99,0.0,0.0,89.99,1.0
183,175,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,1.0,99.99,0.0,0.0,87.99,1.0
184,176,124.0,DC-PROD-278,Under Armour Men's Compression EV SL Slide,PCS,3.0,44.99,0.0,0.0,128.22,3.0
185,177,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,3.0,99.99,0.0,0.0,278.97,3.0
186,178,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,3.0,99.99,0.0,0.0,272.97,3.0
187,177,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,3.0,99.99,0.0,0.0,272.97,3.0
188,179,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,3.0,59.99,0.0,0.0,170.97,3.0
189,180,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,3.0,59.99,0.0,0.0,167.37,3.0
190,181,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,3.0,59.99,0.0,0.0,158.37,3.0
191,182,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,3.0,39.99,0.0,0.0,118.77,3.0
192,181,143.0,DC-PROD-567,adidas Men's Germany Black Crest Away Tee,PCS,3.0,25.0,0.0,0.0,73.5,3.0
193,183,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,3.0,50.0,0.0,0.0,132.0,3.0
194,176,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,3.0,50.0,0.0,0.0,132.0,3.0
195,183,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,3.0,50.0,0.0,0.0,130.5,3.0
196,184,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,3.0,39.99,0.0,0.0,99.58,3.0
197,185,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,3.0,39.99,0.0,0.0,99.58,3.0
198,186,144.0,DC-PROD-893,Team Golf Pittsburgh Steelers Putter Grip,PCS,3.0,24.99,0.0,0.0,74.22,3.0
199,187,145.0,DC-PROD-924,Glove It Urban Brick Golf Towel,PCS,3.0,15.99,0.0,0.0,40.29,3.0
200,188,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,227.96,4.0
201,189,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,203.97,4.0
202,190,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,200.0,4.0
203,190,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,4.0,39.99,0.0,0.0,156.76,4.0
204,191,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,189.0,4.0
205,192,146.0,DC-PROD-905,Team Golf Texas Longhorns Putter Grip,PCS,4.0,24.99,0.0,0.0,79.97,4.0
206,193,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,4.0,99.99,0.0,0.0,363.96,4.0
207,194,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,239.96,4.0
208,195,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,230.36,4.0
209,196,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,227.96,4.0
210,197,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,226.76,4.0
211,198,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,208.77,4.0
212,199,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,200.0,4.0
213,200,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,198.0,4.0
214,201,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,4.0,39.99,0.0,0.0,155.16,4.0
215,202,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,4.0,39.99,0.0,0.0,151.16,4.0
216,203,147.0,DC-PROD-564,Nike Men's Deutschland Weltmeister Winners Bl,PCS,4.0,30.0,0.0,0.0,111.6,4.0
217,204,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,170.0,4.0
218,205,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,160.0,4.0
219,206,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,150.0,4.0
220,207,148.0,DC-PROD-885,Team Golf St. Louis Cardinals Putter Grip,PCS,4.0,24.99,0.0,0.0,94.46,4.0
221,208,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,4.0,99.99,0.0,0.0,395.96,4.0
222,209,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,4.0,99.99,0.0,0.0,391.96,4.0
223,210,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,4.0,99.99,0.0,0.0,379.96,4.0
224,211,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,4.0,99.99,0.0,0.0,363.96,4.0
