table_name,row_data
alert_escalations,"{""id"": 28, ""category"": ""system_health"", ""priority"": ""medium"", ""escalation_level"": 4, ""delay_minutes"": 60, ""notify_role"": ""warehouse_manager"", ""email_enabled"": true, ""sms_enabled"": true, ""in_app_enabled"": false, ""active"": true, ""created_at"": ""2025-03-23 23:00:00""}"
alert_escalations,"{""id"": 29, ""category"": ""data_quality"", ""priority"": ""low"", ""escalation_level"": 1, ""delay_minutes"": 120, ""notify_role"": ""operations_lead"", ""email_enabled"": false, ""sms_enabled"": false, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-03-27 04:00:00""}"
alert_escalations,"{""id"": 30, ""category"": ""reporting_failure"", ""priority"": ""critical"", ""escalation_level"": 2, ""delay_minutes"": 240, ""notify_role"": ""on_call_engineer"", ""email_enabled"": true, ""sms_enabled"": true, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-03-29 09:00:00""}"
alert_escalations,"{""id"": 31, ""category"": ""inventory_threshold"", ""priority"": ""high"", ""escalation_level"": 3, ""delay_minutes"": 15, ""notify_role"": ""warehouse_manager"", ""email_enabled"": true, ""sms_enabled"": false, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-04-01 14:00:00""}"
alert_escalations,"{""id"": 32, ""category"": ""warehouse_connectivity"", ""priority"": ""medium"", ""escalation_level"": 4, ""delay_minutes"": 30, ""notify_role"": ""operations_lead"", ""email_enabled"": true, ""sms_enabled"": true, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-04-04 19:00:00""}"
alert_escalations,"{""id"": 33, ""category"": ""supplier_feed"", ""priority"": ""low"", ""escalation_level"": 1, ""delay_minutes"": 60, ""notify_role"": ""on_call_engineer"", ""email_enabled"": true, ""sms_enabled"": false, ""in_app_enabled"": true, ""active"": false, ""created_at"": ""2025-04-08 00:00:00""}"
alert_escalations,"{""id"": 34, ""category"": ""shipment_delay"", ""priority"": ""critical"", ""escalation_level"": 2, ""delay_minutes"": 120, ""notify_role"": ""warehouse_manager"", ""email_enabled"": false, ""sms_enabled"": true, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-04-11 05:00:00""}"
alert_escalations,"{""id"": 35, ""category"": ""purchase_order_exception"", ""priority"": ""high"", ""escalation_level"": 3, ""delay_minutes"": 240, ""notify_role"": ""operations_lead"", ""email_enabled"": true, ""sms_enabled"": false, ""in_app_enabled"": false, ""active"": true, ""created_at"": ""2025-04-13 10:00:00""}"
alert_escalations,"{""id"": 36, ""category"": ""analytics_pipeline"", ""priority"": ""medium"", ""escalation_level"": 4, ""delay_minutes"": 15, ""notify_role"": ""on_call_engineer"", ""email_enabled"": true, ""sms_enabled"": true, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-04-16 15:00:00""}"
alert_escalations,"{""id"": 37, ""category"": ""user_access"", ""priority"": ""low"", ""escalation_level"": 1, ""delay_minutes"": 30, ""notify_role"": ""warehouse_manager"", ""email_enabled"": true, ""sms_enabled"": false, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-04-19 20:00:00""}"
alert_escalations,"{""id"": 38, ""category"": ""system_health"", ""priority"": ""critical"", ""escalation_level"": 2, ""delay_minutes"": 60, ""notify_role"": ""operations_lead"", ""email_enabled"": true, ""sms_enabled"": true, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-04-23 01:00:00""}"
alert_escalations,"{""id"": 39, ""category"": ""data_quality"", ""priority"": ""high"", ""escalation_level"": 3, ""delay_minutes"": 120, ""notify_role"": ""on_call_engineer"", ""email_enabled"": false, ""sms_enabled"": false, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-04-26 06:00:00""}"
alert_escalations,"{""id"": 40, ""category"": ""reporting_failure"", ""priority"": ""medium"", ""escalation_level"": 4, ""delay_minutes"": 240, ""notify_role"": ""warehouse_manager"", ""email_enabled"": true, ""sms_enabled"": true, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-04-28 11:00:00""}"
alert_escalations,"{""id"": 41, ""category"": ""inventory_threshold"", ""priority"": ""low"", ""escalation_level"": 1, ""delay_minutes"": 15, ""notify_role"": ""operations_lead"", ""email_enabled"": true, ""sms_enabled"": false, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-05-01 16:00:00""}"
alert_escalations,"{""id"": 42, ""category"": ""warehouse_connectivity"", ""priority"": ""critical"", ""escalation_level"": 2, ""delay_minutes"": 30, ""notify_role"": ""on_call_engineer"", ""email_enabled"": true, ""sms_enabled"": true, ""in_app_enabled"": false, ""active"": true, ""created_at"": ""2025-05-04 21:00:00""}"
alert_escalations,"{""id"": 43, ""category"": ""supplier_feed"", ""priority"": ""high"", ""escalation_level"": 3, ""delay_minutes"": 60, ""notify_role"": ""warehouse_manager"", ""email_enabled"": true, ""sms_enabled"": false, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-05-08 02:00:00""}"
alert_escalations,"{""id"": 44, ""category"": ""shipment_delay"", ""priority"": ""medium"", ""escalation_level"": 4, ""delay_minutes"": 120, ""notify_role"": ""operations_lead"", ""email_enabled"": false, ""sms_enabled"": true, ""in_app_enabled"": true, ""active"": false, ""created_at"": ""2025-05-11 07:00:00""}"
alert_escalations,"{""id"": 45, ""category"": ""purchase_order_exception"", ""priority"": ""low"", ""escalation_level"": 1, ""delay_minutes"": 240, ""notify_role"": ""on_call_engineer"", ""email_enabled"": true, ""sms_enabled"": false, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-05-13 12:00:00""}"
alert_escalations,"{""id"": 46, ""category"": ""analytics_pipeline"", ""priority"": ""critical"", ""escalation_level"": 2, ""delay_minutes"": 15, ""notify_role"": ""warehouse_manager"", ""email_enabled"": true, ""sms_enabled"": true, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-05-16 17:00:00""}"
alert_escalations,"{""id"": 47, ""category"": ""user_access"", ""priority"": ""high"", ""escalation_level"": 3, ""delay_minutes"": 30, ""notify_role"": ""operations_lead"", ""email_enabled"": true, ""sms_enabled"": false, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-05-19 22:00:00""}"
alert_escalations,"{""id"": 48, ""category"": ""system_health"", ""priority"": ""medium"", ""escalation_level"": 4, ""delay_minutes"": 60, ""notify_role"": ""on_call_engineer"", ""email_enabled"": true, ""sms_enabled"": true, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-05-23 03:00:00""}"
alert_escalations,"{""id"": 49, ""category"": ""data_quality"", ""priority"": ""low"", ""escalation_level"": 1, ""delay_minutes"": 120, ""notify_role"": ""warehouse_manager"", ""email_enabled"": false, ""sms_enabled"": false, ""in_app_enabled"": false, ""active"": true, ""created_at"": ""2025-05-25 08:00:00""}"
alert_escalations,"{""id"": 50, ""category"": ""reporting_failure"", ""priority"": ""critical"", ""escalation_level"": 2, ""delay_minutes"": 240, ""notify_role"": ""operations_lead"", ""email_enabled"": true, ""sms_enabled"": true, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-05-28 13:00:00""}"
alert_escalations,"{""id"": 51, ""category"": ""inventory_threshold"", ""priority"": ""high"", ""escalation_level"": 3, ""delay_minutes"": 15, ""notify_role"": ""on_call_engineer"", ""email_enabled"": true, ""sms_enabled"": false, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-05-31 18:00:00""}"
alert_escalations,"{""id"": 52, ""category"": ""warehouse_connectivity"", ""priority"": ""medium"", ""escalation_level"": 4, ""delay_minutes"": 30, ""notify_role"": ""warehouse_manager"", ""email_enabled"": true, ""sms_enabled"": true, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-06-03 23:00:00""}"
alert_escalations,"{""id"": 53, ""category"": ""supplier_feed"", ""priority"": ""low"", ""escalation_level"": 1, ""delay_minutes"": 60, ""notify_role"": ""operations_lead"", ""email_enabled"": true, ""sms_enabled"": false, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-06-07 04:00:00""}"
alert_escalations,"{""id"": 54, ""category"": ""shipment_delay"", ""priority"": ""critical"", ""escalation_level"": 2, ""delay_minutes"": 120, ""notify_role"": ""on_call_engineer"", ""email_enabled"": false, ""sms_enabled"": true, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-06-09 09:00:00""}"
alert_escalations,"{""id"": 55, ""category"": ""purchase_order_exception"", ""priority"": ""high"", ""escalation_level"": 3, ""delay_minutes"": 240, ""notify_role"": ""warehouse_manager"", ""email_enabled"": true, ""sms_enabled"": false, ""in_app_enabled"": true, ""active"": false, ""created_at"": ""2025-06-12 14:00:00""}"
alert_escalations,"{""id"": 56, ""category"": ""analytics_pipeline"", ""priority"": ""medium"", ""escalation_level"": 4, ""delay_minutes"": 15, ""notify_role"": ""operations_lead"", ""email_enabled"": true, ""sms_enabled"": true, ""in_app_enabled"": false, ""active"": true, ""created_at"": ""2025-06-15 19:00:00""}"
alert_escalations,"{""id"": 57, ""category"": ""user_access"", ""priority"": ""low"", ""escalation_level"": 1, ""delay_minutes"": 30, ""notify_role"": ""on_call_engineer"", ""email_enabled"": true, ""sms_enabled"": false, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-06-19 00:00:00""}"
alert_escalations,"{""id"": 58, ""category"": ""system_health"", ""priority"": ""critical"", ""escalation_level"": 2, ""delay_minutes"": 60, ""notify_role"": ""warehouse_manager"", ""email_enabled"": true, ""sms_enabled"": true, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-06-22 05:00:00""}"
alert_escalations,"{""id"": 59, ""category"": ""data_quality"", ""priority"": ""high"", ""escalation_level"": 3, ""delay_minutes"": 120, ""notify_role"": ""operations_lead"", ""email_enabled"": false, ""sms_enabled"": false, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-06-24 10:00:00""}"
alert_escalations,"{""id"": 60, ""category"": ""reporting_failure"", ""priority"": ""medium"", ""escalation_level"": 4, ""delay_minutes"": 240, ""notify_role"": ""on_call_engineer"", ""email_enabled"": true, ""sms_enabled"": true, ""in_app_enabled"": true, ""active"": true, ""created_at"": ""2025-06-27 15:00:00""}"
alert_rules,"{""id"": 1, ""rule_name"": ""Low stock threshold 001"", ""category"": ""Inventory"", ""condition"": ""Trigger when available quantity falls below 5 units"", ""priority"": ""Critical"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 5, ""created_at"": ""2025-01-01 00:00:00"", ""updated_at"": ""2025-01-01 02:00:00""}"
alert_rules,"{""id"": 2, ""rule_name"": ""Warehouse capacity warning 002"", ""category"": ""Warehouse"", ""condition"": ""Trigger when warehouse utilization exceeds 18 percent"", ""priority"": ""Low"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 3, ""created_at"": ""2025-01-05 01:00:00"", ""updated_at"": ""2025-01-05 04:00:00""}"
alert_rules,"{""id"": 3, ""rule_name"": ""Supplier lead time variance 003"", ""category"": ""Supplier"", ""condition"": ""Trigger when supplier lead time exceeds 31 days"", ""priority"": ""Medium"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 2, ""created_at"": ""2025-01-09 02:00:00"", ""updated_at"": ""2025-01-09 06:00:00""}"
alert_rules,"{""id"": 4, ""rule_name"": ""Inventory adjustment spike 004"", ""category"": ""Analytics"", ""condition"": ""Trigger when daily adjustments exceed 44 events"", ""priority"": ""High"", ""status"": ""Inactive"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 1, ""created_at"": ""2025-01-13 03:00:00"", ""updated_at"": ""2025-01-13 08:00:00""}"
alert_rules,"{""id"": 5, ""rule_name"": ""Report refresh failure 005"", ""category"": ""Platform Support"", ""condition"": ""Trigger when scheduled report refresh is delayed by 57 minutes"", ""priority"": ""Critical"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 4, ""created_at"": ""2025-01-17 04:00:00"", ""updated_at"": ""2025-01-17 10:00:00""}"
alert_rules,"{""id"": 6, ""rule_name"": ""Shipment aging threshold 006"", ""category"": ""Reporting"", ""condition"": ""Trigger when an open shipment remains pending for 70 hours"", ""priority"": ""Low"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 5, ""created_at"": ""2025-01-21 05:00:00"", ""updated_at"": ""2025-01-21 12:00:00""}"
alert_rules,"{""id"": 7, ""rule_name"": ""Purchase order confirmation 007"", ""category"": ""Administration"", ""condition"": ""Trigger when an order remains unconfirmed for 83 hours"", ""priority"": ""Medium"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 3, ""created_at"": ""2025-01-25 06:00:00"", ""updated_at"": ""2025-01-25 14:00:00""}"
alert_rules,"{""id"": 8, ""rule_name"": ""Data quality exception 008"", ""category"": ""Orders"", ""condition"": ""Trigger when validation exceptions exceed 96 records"", ""priority"": ""High"", ""status"": ""Inactive"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 2, ""created_at"": ""2025-01-29 07:00:00"", ""updated_at"": ""2025-01-29 16:00:00""}"
alert_rules,"{""id"": 9, ""rule_name"": ""Platform response latency 009"", ""category"": ""Shipments"", ""condition"": ""Trigger when API response latency exceeds 109 milliseconds"", ""priority"": ""Critical"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 1, ""created_at"": ""2025-02-02 08:00:00"", ""updated_at"": ""2025-02-02 18:00:00""}"
alert_rules,"{""id"": 10, ""rule_name"": ""Inactive item activity 010"", ""category"": ""Data Quality"", ""condition"": ""Trigger when an inactive item receives 122 transactions"", ""priority"": ""Low"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 4, ""created_at"": ""2025-02-06 09:00:00"", ""updated_at"": ""2025-02-06 20:00:00""}"
alert_rules,"{""id"": 11, ""rule_name"": ""Low stock threshold 011"", ""category"": ""Inventory"", ""condition"": ""Trigger when available quantity falls below 135 units"", ""priority"": ""Medium"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 5, ""created_at"": ""2025-02-10 10:00:00"", ""updated_at"": ""2025-02-10 22:00:00""}"
alert_rules,"{""id"": 12, ""rule_name"": ""Warehouse capacity warning 012"", ""category"": ""Warehouse"", ""condition"": ""Trigger when warehouse utilization exceeds 148 percent"", ""priority"": ""High"", ""status"": ""Inactive"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 3, ""created_at"": ""2025-02-14 11:00:00"", ""updated_at"": ""2025-02-15 00:00:00""}"
alert_rules,"{""id"": 13, ""rule_name"": ""Supplier lead time variance 013"", ""category"": ""Supplier"", ""condition"": ""Trigger when supplier lead time exceeds 161 days"", ""priority"": ""Critical"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 2, ""created_at"": ""2025-02-18 00:00:00"", ""updated_at"": ""2025-02-18 14:00:00""}"
alert_rules,"{""id"": 14, ""rule_name"": ""Inventory adjustment spike 014"", ""category"": ""Analytics"", ""condition"": ""Trigger when daily adjustments exceed 174 events"", ""priority"": ""Low"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 1, ""created_at"": ""2025-02-22 01:00:00"", ""updated_at"": ""2025-02-22 16:00:00""}"
alert_rules,"{""id"": 15, ""rule_name"": ""Report refresh failure 015"", ""category"": ""Platform Support"", ""condition"": ""Trigger when scheduled report refresh is delayed by 187 minutes"", ""priority"": ""Medium"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 4, ""created_at"": ""2025-02-26 02:00:00"", ""updated_at"": ""2025-02-26 18:00:00""}"
alert_rules,"{""id"": 16, ""rule_name"": ""Shipment aging threshold 016"", ""category"": ""Reporting"", ""condition"": ""Trigger when an open shipment remains pending for 200 hours"", ""priority"": ""High"", ""status"": ""Inactive"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 5, ""created_at"": ""2025-03-02 03:00:00"", ""updated_at"": ""2025-03-02 20:00:00""}"
alert_rules,"{""id"": 17, ""rule_name"": ""Purchase order confirmation 017"", ""category"": ""Administration"", ""condition"": ""Trigger when an order remains unconfirmed for 17 hours"", ""priority"": ""Critical"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 3, ""created_at"": ""2025-03-06 04:00:00"", ""updated_at"": ""2025-03-06 22:00:00""}"
alert_rules,"{""id"": 18, ""rule_name"": ""Data quality exception 018"", ""category"": ""Orders"", ""condition"": ""Trigger when validation exceptions exceed 30 records"", ""priority"": ""Low"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 2, ""created_at"": ""2025-03-10 05:00:00"", ""updated_at"": ""2025-03-11 00:00:00""}"
alert_rules,"{""id"": 19, ""rule_name"": ""Platform response latency 019"", ""category"": ""Shipments"", ""condition"": ""Trigger when API response latency exceeds 43 milliseconds"", ""priority"": ""Medium"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 1, ""created_at"": ""2025-03-14 06:00:00"", ""updated_at"": ""2025-03-15 02:00:00""}"
alert_rules,"{""id"": 20, ""rule_name"": ""Inactive item activity 020"", ""category"": ""Data Quality"", ""condition"": ""Trigger when an inactive item receives 56 transactions"", ""priority"": ""High"", ""status"": ""Inactive"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 4, ""created_at"": ""2025-03-18 07:00:00"", ""updated_at"": ""2025-03-19 04:00:00""}"
alert_rules,"{""id"": 21, ""rule_name"": ""Low stock threshold 021"", ""category"": ""Inventory"", ""condition"": ""Trigger when available quantity falls below 69 units"", ""priority"": ""Critical"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 5, ""created_at"": ""2025-03-22 08:00:00"", ""updated_at"": ""2025-03-23 06:00:00""}"
alert_rules,"{""id"": 22, ""rule_name"": ""Warehouse capacity warning 022"", ""category"": ""Warehouse"", ""condition"": ""Trigger when warehouse utilization exceeds 82 percent"", ""priority"": ""Low"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 3, ""created_at"": ""2025-03-26 09:00:00"", ""updated_at"": ""2025-03-27 08:00:00""}"
alert_rules,"{""id"": 23, ""rule_name"": ""Supplier lead time variance 023"", ""category"": ""Supplier"", ""condition"": ""Trigger when supplier lead time exceeds 95 days"", ""priority"": ""Medium"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 2, ""created_at"": ""2025-03-30 10:00:00"", ""updated_at"": ""2025-03-31 10:00:00""}"
alert_rules,"{""id"": 24, ""rule_name"": ""Inventory adjustment spike 024"", ""category"": ""Analytics"", ""condition"": ""Trigger when daily adjustments exceed 108 events"", ""priority"": ""High"", ""status"": ""Inactive"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 1, ""created_at"": ""2025-04-03 11:00:00"", ""updated_at"": ""2025-04-04 12:00:00""}"
alert_rules,"{""id"": 25, ""rule_name"": ""Report refresh failure 025"", ""category"": ""Platform Support"", ""condition"": ""Trigger when scheduled report refresh is delayed by 121 minutes"", ""priority"": ""Critical"", ""status"": ""Active"", ""description"": ""Operational monitoring rule for VendorIQ teams."", ""created_by"": 4, ""created_at"": ""2025-04-07 00:00:00"", ""updated_at"": ""2025-04-08 02:00:00""}"
