id,userId,action,entity,entityId,timestamp
116,5,Invoice Reviewed,PurchaseOrder,455,2025-09-16
117,6,Purchase Order Created,Invoice,664,2025-07-07
118,3,Invoice Reviewed,Invoice,229,2026-08-22
119,1,Reliability Score Calculated,Invoice,915,2024-06-07
120,2,Reliability Score Calculated,Contract,662,2025-06-13
121,1,Purchase Order Approved,Contract,586,2024-12-22
122,2,Contract Updated,ProcurementRequest,251,2026-04-27
123,4,Contract Updated,Invoice,747,2024-06-01
124,2,Reliability Score Calculated,PurchaseOrder,44,2025-03-25
125,2,Invoice Reviewed,ProcurementRequest,834,2025-06-07
126,4,Vendor Rejected,Reliability,696,2024-03-28
127,3,Procurement Request Created,Reliability,911,2025-11-19
128,2,Purchase Order Created,Vendor,838,2025-12-12
129,4,Procurement Request Approved,Invoice,31,2024-03-07
130,6,Contract Updated,ProcurementRequest,395,2025-05-18
131,1,Vendor Rejected,ProcurementRequest,721,2024-03-20
132,2,Contract Created,Vendor,262,2024-10-28
133,4,Vendor Rejected,Reliability,163,2024-02-08
134,5,Purchase Order Created,Reliability,430,2024-05-11
135,3,Contract Created,Contract,315,2025-05-30
136,3,Procurement Request Created,PurchaseOrder,220,2026-04-15
137,4,Contract Created,User,999,2025-07-23
138,4,User Account Updated,Vendor,492,2026-08-06
139,2,Reliability Score Calculated,Reliability,134,2026-03-27
140,4,Procurement Request Approved,Contract,26,2025-12-21
141,4,Reliability Score Calculated,PurchaseOrder,626,2026-06-16
142,6,Invoice Reviewed,ProcurementRequest,656,2024-03-08
143,6,Purchase Order Created,Contract,571,2025-08-05
144,5,Vendor Approved,Contract,369,2026-03-02
145,4,Purchase Order Approved,Vendor,715,2025-02-26
146,5,Contract Created,ProcurementRequest,660,2024-08-12
147,4,Procurement Request Created,User,250,2025-11-22
148,2,Procurement Request Approved,User,855,2026-05-02
149,3,Procurement Request Created,Reliability,88,2026-07-16
150,5,Purchase Order Approved,ProcurementRequest,227,2024-12-16
151,4,Procurement Request Approved,Contract,732,2025-05-22
152,5,Purchase Order Updated,Invoice,142,2025-12-05
153,5,Purchase Order Approved,ProcurementRequest,518,2024-08-27
154,4,Vendor Rejected,Invoice,997,2025-11-28
155,5,User Account Updated,PurchaseOrder,451,2024-10-25
156,3,Contract Created,Invoice,926,2024-06-19
157,2,Reliability Score Calculated,Invoice,908,2025-01-21
158,1,Purchase Order Approved,PurchaseOrder,276,2024-09-30
159,3,Vendor Approved,PurchaseOrder,360,2026-05-02
160,4,Procurement Request Approved,User,64,2024-06-08
161,1,Procurement Request Approved,Reliability,530,2024-06-26
162,5,Purchase Order Updated,Reliability,983,2025-08-24
163,5,Contract Created,Vendor,936,2025-02-11
164,1,User Account Updated,Vendor,986,2024-08-27
165,4,User Account Updated,Contract,214,2026-02-21
166,2,Contract Updated,ProcurementRequest,3,2024-08-16
167,5,Compliance Review Completed,User,980,2024-02-01
168,3,Purchase Order Created,Contract,262,2024-04-02
169,6,Vendor Updated,Contract,626,2026-07-02
170,5,Vendor Approved,Invoice,749,2025-01-19
171,3,Purchase Order Updated,Reliability,124,2024-01-16
172,5,Procurement Request Created,Reliability,874,2024-04-14
173,5,Compliance Review Completed,Invoice,474,2026-07-28
174,1,Compliance Review Completed,Contract,869,2026-01-12
175,6,Contract Created,PurchaseOrder,640,2026-03-20
176,2,Invoice Reviewed,Vendor,241,2024-05-10
177,5,Purchase Order Approved,Vendor,171,2025-11-23
178,4,Reliability Score Calculated,ProcurementRequest,603,2024-10-24
179,2,Purchase Order Updated,Vendor,68,2026-06-27
180,4,Purchase Order Updated,Contract,374,2025-01-08
181,3,Procurement Request Approved,ProcurementRequest,534,2025-01-22
182,2,Invoice Reviewed,PurchaseOrder,569,2024-03-13
183,1,Invoice Reviewed,User,508,2025-11-16
184,6,Reliability Score Calculated,Vendor,804,2024-12-15
185,4,Vendor Approved,Reliability,911,2024-12-11
186,3,Procurement Request Approved,PurchaseOrder,536,2026-01-04
187,6,Reliability Score Calculated,Reliability,291,2024-04-28
188,1,Contract Updated,Contract,7,2026-03-08
189,1,User Account Updated,Contract,951,2025-01-23
190,1,Procurement Request Created,Reliability,691,2026-06-01
191,1,Invoice Reviewed,ProcurementRequest,199,2024-03-22
192,4,Procurement Request Created,Contract,22,2026-04-03
193,6,Vendor Updated,ProcurementRequest,299,2025-12-11
194,3,Procurement Request Created,Invoice,475,2025-12-20
195,5,Vendor Rejected,Invoice,87,2024-10-27
196,2,Purchase Order Created,Reliability,708,2026-07-06
197,4,Compliance Review Completed,Invoice,999,2025-04-07
198,3,Procurement Request Approved,ProcurementRequest,868,2026-03-22
199,3,Purchase Order Approved,Contract,805,2024-01-18
200,4,Contract Created,PurchaseOrder,275,2026-03-04
201,2,Procurement Request Created,Vendor,382,2024-07-18
202,2,Compliance Review Completed,Invoice,560,2024-06-10
203,6,Purchase Order Approved,Invoice,722,2025-08-25
204,4,Contract Updated,Contract,387,2026-01-13
205,1,Contract Created,User,801,2026-05-25
206,6,Compliance Review Completed,User,119,2025-06-10
207,4,Reliability Score Calculated,ProcurementRequest,530,2025-07-23
208,1,Purchase Order Approved,Vendor,297,2025-10-16
209,1,Purchase Order Created,Contract,229,2026-08-18
210,3,Contract Created,Contract,267,2024-12-07
211,1,Vendor Updated,Reliability,761,2025-02-03
212,1,Contract Updated,PurchaseOrder,888,2025-04-05
213,5,Vendor Approved,Reliability,169,2024-06-10
214,6,User Account Updated,Invoice,214,2026-06-19
215,1,Contract Updated,User,705,2024-10-25
216,3,Purchase Order Created,Vendor,703,2024-06-16
217,1,Reliability Score Calculated,PurchaseOrder,282,2026-05-20
218,6,Purchase Order Updated,ProcurementRequest,852,2025-03-26
219,5,Contract Updated,Invoice,32,2026-07-30
220,1,Procurement Request Approved,PurchaseOrder,351,2025-02-14
221,4,Reliability Score Calculated,Reliability,874,2026-02-12
222,5,Procurement Request Approved,PurchaseOrder,962,2024-09-12
223,1,Procurement Request Created,User,215,2026-08-21
224,4,Purchase Order Updated,Contract,885,2025-06-23
225,2,Procurement Request Approved,User,76,2025-10-24
226,6,Purchase Order Updated,Vendor,989,2026-03-17
227,1,Purchase Order Approved,Vendor,242,2025-02-12
228,4,Procurement Request Approved,Contract,978,2025-01-23
229,4,Contract Updated,ProcurementRequest,824,2025-08-16
230,6,User Account Updated,User,207,2026-01-31
231,2,User Account Updated,PurchaseOrder,278,2026-06-10
232,5,Procurement Request Created,Contract,224,2025-04-24
233,1,Contract Updated,Contract,483,2024-11-17
234,3,Reliability Score Calculated,Contract,597,2024-05-01
235,2,Vendor Approved,Reliability,620,2024-11-09
236,3,Purchase Order Approved,User,25,2026-08-02
237,2,Contract Created,User,640,2026-06-23
238,6,Purchase Order Approved,ProcurementRequest,209,2025-07-27
239,6,Contract Created,PurchaseOrder,387,2026-05-10
240,5,Procurement Request Approved,Contract,586,2024-10-12
241,1,Purchase Order Created,User,398,2025-01-31
242,4,Purchase Order Approved,Reliability,560,2025-06-17
243,4,Compliance Review Completed,Invoice,619,2025-08-20
244,4,Contract Updated,Reliability,9,2025-06-15
245,4,Contract Created,Contract,238,2025-08-01
246,1,Purchase Order Approved,Vendor,553,2025-12-10
247,2,Purchase Order Updated,Invoice,40,2026-02-02
248,6,Contract Updated,ProcurementRequest,625,2024-02-24
249,6,Purchase Order Approved,Reliability,299,2024-09-23
250,4,Purchase Order Approved,PurchaseOrder,470,2024-02-24
251,4,Vendor Updated,ProcurementRequest,308,2024-10-06
252,3,User Account Updated,PurchaseOrder,492,2025-07-28
253,4,Vendor Rejected,Vendor,617,2024-12-08
254,3,Procurement Request Approved,Reliability,665,2024-06-16
255,5,Procurement Request Approved,ProcurementRequest,927,2024-02-26
256,4,Purchase Order Updated,Vendor,894,2025-09-20
257,2,Contract Updated,Vendor,954,2024-09-15
258,4,Reliability Score Calculated,Vendor,245,2025-04-04
259,5,Vendor Updated,Invoice,964,2026-06-22
260,1,Purchase Order Created,ProcurementRequest,424,2025-06-19
261,5,Contract Updated,User,118,2025-11-23
262,1,Contract Created,User,663,2025-01-16
263,5,Procurement Request Approved,Contract,471,2024-01-01
264,6,Procurement Request Approved,ProcurementRequest,31,2024-04-18
265,2,Contract Updated,User,689,2025-10-01
266,2,Compliance Review Completed,Reliability,616,2025-10-04
267,2,Purchase Order Updated,Contract,992,2026-08-29
268,4,Compliance Review Completed,Invoice,953,2025-05-04
269,6,Reliability Score Calculated,ProcurementRequest,792,2025-11-23
270,4,Compliance Review Completed,PurchaseOrder,95,2026-02-20
271,4,Reliability Score Calculated,Contract,69,2025-06-15
272,4,Vendor Updated,Contract,417,2026-01-18
273,4,User Account Updated,Reliability,872,2025-06-24
274,4,Vendor Rejected,Contract,924,2024-08-26
275,2,Reliability Score Calculated,Invoice,402,2024-07-31
276,5,Vendor Rejected,PurchaseOrder,11,2026-08-18
277,2,Vendor Updated,User,819,2025-02-23
278,2,Purchase Order Approved,User,839,2025-09-21
279,5,Procurement Request Created,ProcurementRequest,28,2025-09-16
280,3,Procurement Request Created,Contract,376,2026-04-08
281,3,Contract Updated,Contract,464,2024-02-01
282,3,Purchase Order Created,Contract,305,2024-10-02
283,2,Compliance Review Completed,ProcurementRequest,989,2025-07-30
284,6,Purchase Order Updated,ProcurementRequest,106,2024-05-15
285,1,Invoice Reviewed,Contract,390,2024-06-23
286,1,Contract Created,User,33,2026-05-18
287,1,User Account Updated,PurchaseOrder,885,2025-06-27
288,5,Purchase Order Created,ProcurementRequest,940,2025-06-03
289,2,Contract Created,Vendor,940,2024-01-25
290,6,Contract Updated,PurchaseOrder,843,2024-01-20
291,3,Purchase Order Created,Reliability,395,2024-11-25
292,1,Purchase Order Approved,User,364,2025-02-12
293,5,Procurement Request Created,Invoice,429,2025-09-05
294,1,Vendor Approved,Vendor,616,2024-06-22
295,2,Purchase Order Created,Vendor,805,2026-07-16
296,3,Vendor Updated,Reliability,308,2024-01-15
297,3,Vendor Rejected,ProcurementRequest,653,2025-04-12
298,3,Contract Created,User,274,2025-12-12
299,2,Procurement Request Approved,Contract,530,2025-03-03
300,1,Invoice Reviewed,Reliability,179,2025-05-06
301,4,Compliance Review Completed,User,978,2026-05-12
302,5,User Account Updated,Reliability,203,2026-04-03
303,2,Purchase Order Created,PurchaseOrder,849,2024-12-02
304,4,Compliance Review Completed,Invoice,319,2026-07-15
305,2,Vendor Approved,Vendor,565,2024-10-01
306,3,Reliability Score Calculated,ProcurementRequest,459,2025-02-07
307,4,Vendor Rejected,Contract,890,2026-04-26
308,6,Invoice Reviewed,PurchaseOrder,906,2025-08-12
309,6,Reliability Score Calculated,ProcurementRequest,55,2026-01-18
310,4,Purchase Order Approved,Vendor,15,2024-08-06
311,1,Contract Created,ProcurementRequest,65,2025-10-13
312,6,Procurement Request Approved,PurchaseOrder,685,2024-07-03
313,6,Procurement Request Created,ProcurementRequest,847,2024-05-23
314,2,Purchase Order Approved,User,439,2025-01-13
315,6,Purchase Order Updated,ProcurementRequest,440,2026-02-04
316,1,Vendor Updated,Reliability,675,2026-03-30
317,1,Purchase Order Created,Reliability,778,2025-07-08
318,3,User Account Updated,Contract,466,2025-11-22
319,2,Procurement Request Created,ProcurementRequest,310,2025-11-22
320,1,Vendor Rejected,Reliability,617,2026-08-24
321,5,Contract Updated,PurchaseOrder,723,2025-06-06
322,5,Vendor Rejected,ProcurementRequest,696,2024-08-03
323,3,Purchase Order Created,ProcurementRequest,898,2026-04-14
324,6,Purchase Order Approved,Reliability,185,2024-12-17
325,6,User Account Updated,Reliability,441,2024-05-08
326,5,Invoice Reviewed,Reliability,433,2026-04-05
327,6,Invoice Reviewed,Vendor,509,2025-12-11
328,5,Vendor Rejected,Reliability,777,2024-09-11
329,5,Purchase Order Approved,User,466,2026-03-25
330,3,Compliance Review Completed,Vendor,251,2026-01-26
331,3,Reliability Score Calculated,Vendor,475,2025-11-19
332,3,Contract Updated,Vendor,516,2026-06-09
333,6,Purchase Order Updated,Vendor,384,2025-12-16
334,5,Vendor Updated,User,267,2024-02-23
335,3,Invoice Reviewed,ProcurementRequest,788,2024-10-02
336,4,User Account Updated,ProcurementRequest,80,2024-05-14
337,1,Procurement Request Created,Invoice,24,2025-11-08
338,6,Invoice Reviewed,Contract,112,2024-04-08
339,5,Reliability Score Calculated,User,358,2026-02-28
340,5,Procurement Request Approved,PurchaseOrder,655,2025-03-26
341,2,Purchase Order Updated,PurchaseOrder,810,2024-01-02
342,2,Vendor Rejected,ProcurementRequest,548,2024-10-06
343,4,Purchase Order Approved,PurchaseOrder,990,2026-02-21
344,5,Reliability Score Calculated,ProcurementRequest,278,2026-07-02
345,2,Contract Created,Vendor,705,2024-11-24
346,3,Invoice Reviewed,Vendor,63,2025-08-21
347,2,Reliability Score Calculated,User,773,2024-08-03
348,1,Contract Updated,ProcurementRequest,957,2026-08-05
349,1,Procurement Request Approved,Invoice,509,2024-09-05
350,1,Compliance Review Completed,ProcurementRequest,701,2024-07-12
351,5,Vendor Approved,Reliability,39,2024-09-02
352,3,Invoice Reviewed,User,782,2025-10-09
353,2,Vendor Updated,User,638,2024-06-11
354,4,Vendor Updated,Vendor,916,2024-12-04
355,6,Purchase Order Updated,Reliability,727,2025-01-11
356,6,Purchase Order Updated,User,392,2026-04-18
357,2,Contract Created,ProcurementRequest,622,2025-05-24
358,3,Procurement Request Created,Reliability,354,2026-01-20
359,4,Contract Created,User,225,2026-05-04
360,2,Contract Updated,PurchaseOrder,617,2025-08-17
361,3,Purchase Order Created,Vendor,31,2025-08-15
362,6,Purchase Order Updated,Vendor,995,2025-07-06
363,5,Contract Created,ProcurementRequest,781,2025-03-31
364,5,Procurement Request Approved,Invoice,944,2024-07-10
365,5,Compliance Review Completed,Vendor,696,2026-05-16
366,5,Purchase Order Updated,Contract,185,2026-01-13
367,5,Purchase Order Created,Invoice,457,2025-06-14
368,2,Vendor Approved,User,875,2024-03-13
369,5,Contract Updated,Invoice,443,2026-04-13
370,3,Invoice Reviewed,User,603,2026-05-27
371,6,Contract Created,ProcurementRequest,414,2026-02-13
372,6,User Account Updated,User,19,2026-05-02
373,4,Reliability Score Calculated,ProcurementRequest,350,2026-06-08
374,4,Vendor Updated,User,328,2025-11-26
375,6,Procurement Request Created,User,479,2024-01-04
376,2,Vendor Updated,Contract,102,2026-08-19
377,5,Reliability Score Calculated,User,520,2025-04-02
378,3,Contract Created,Contract,843,2024-12-02
379,1,Reliability Score Calculated,Invoice,566,2026-06-10
380,1,Invoice Reviewed,PurchaseOrder,36,2025-05-12
381,3,Invoice Reviewed,PurchaseOrder,47,2024-09-15
382,4,Reliability Score Calculated,Invoice,934,2024-02-18
383,4,Purchase Order Approved,PurchaseOrder,595,2024-01-22
384,6,Procurement Request Created,Reliability,266,2026-07-30
385,5,Purchase Order Approved,Contract,507,2024-07-13
386,5,Vendor Updated,Vendor,153,2024-11-01
387,6,Reliability Score Calculated,ProcurementRequest,845,2026-07-06
388,3,Vendor Approved,User,490,2024-08-29
389,6,Vendor Rejected,Invoice,496,2024-03-23
390,5,Invoice Reviewed,Invoice,767,2025-11-19
391,1,Vendor Rejected,Vendor,186,2024-02-29
392,2,Reliability Score Calculated,Contract,501,2026-07-20
393,2,Contract Updated,User,994,2025-10-26
394,1,User Account Updated,Contract,634,2026-04-04
395,6,Purchase Order Approved,PurchaseOrder,915,2025-03-19
396,1,Invoice Reviewed,Reliability,402,2025-03-01
397,6,Procurement Request Created,ProcurementRequest,496,2024-03-08
398,1,Procurement Request Approved,User,587,2024-08-13
399,3,Vendor Updated,Contract,350,2025-03-06
400,3,Vendor Updated,User,725,2024-01-26
401,5,Purchase Order Created,Vendor,977,2025-12-02
402,2,Vendor Approved,User,6,2024-03-18
403,6,Procurement Request Created,Vendor,651,2026-06-05
404,5,Purchase Order Created,PurchaseOrder,93,2024-12-04
405,2,Contract Updated,Vendor,61,2026-05-09
406,4,Purchase Order Approved,Vendor,827,2026-01-26
407,4,Procurement Request Created,User,713,2024-10-01
408,2,Vendor Approved,Invoice,387,2024-01-25
409,3,Vendor Updated,Invoice,878,2025-11-10
410,2,Vendor Rejected,Contract,503,2024-05-23
411,2,Vendor Updated,Reliability,308,2025-01-26
412,6,Purchase Order Approved,ProcurementRequest,486,2024-04-28
413,1,Procurement Request Created,Vendor,810,2025-02-06
414,1,Procurement Request Created,Contract,983,2025-10-21
415,2,Procurement Request Approved,Contract,542,2025-06-28
416,5,Vendor Updated,Vendor,262,2024-05-05
417,5,Vendor Rejected,Vendor,62,2025-04-15
418,2,Reliability Score Calculated,Invoice,27,2025-05-30
419,6,Purchase Order Approved,Contract,636,2026-04-09
420,5,User Account Updated,Vendor,744,2024-04-17
421,6,Vendor Rejected,Contract,63,2026-01-22
422,3,Reliability Score Calculated,Contract,278,2025-04-21
423,6,Compliance Review Completed,User,439,2026-01-27
424,3,Contract Created,User,380,2025-04-10
425,3,Procurement Request Approved,Invoice,22,2026-06-26
426,2,Reliability Score Calculated,User,231,2025-02-12
427,6,Procurement Request Approved,Reliability,746,2024-11-23
428,6,Contract Updated,Reliability,746,2026-08-01
429,3,Reliability Score Calculated,Contract,955,2025-09-09
430,1,Compliance Review Completed,Vendor,838,2025-08-20
431,5,User Account Updated,Invoice,598,2026-05-08
432,6,Purchase Order Created,User,845,2026-08-22
433,4,Contract Created,ProcurementRequest,553,2026-01-03
434,4,Purchase Order Updated,PurchaseOrder,223,2026-02-28
435,1,Contract Created,Vendor,296,2024-11-19
436,2,Purchase Order Created,ProcurementRequest,899,2024-08-05
437,1,Purchase Order Approved,Invoice,838,2025-07-11
438,2,Vendor Approved,Reliability,475,2026-05-19
439,1,Vendor Approved,Vendor,158,2025-02-06
440,4,Purchase Order Updated,ProcurementRequest,269,2025-04-02
441,3,Purchase Order Created,Reliability,726,2026-03-05
442,5,Procurement Request Created,Reliability,298,2026-03-19
443,6,Vendor Rejected,Contract,216,2025-06-25
444,2,Purchase Order Updated,Vendor,107,2025-04-27
445,2,Compliance Review Completed,User,208,2024-02-23
446,2,Compliance Review Completed,Reliability,358,2025-06-03
447,2,Vendor Rejected,Contract,821,2024-06-28
448,4,Purchase Order Created,User,255,2026-06-05
449,1,Contract Created,Reliability,929,2024-02-24
450,6,Purchase Order Approved,Invoice,956,2026-05-13
451,6,Invoice Reviewed,Vendor,549,2026-06-29
452,6,Contract Created,User,440,2026-06-20
453,6,Vendor Rejected,Vendor,171,2026-03-01
454,3,Contract Created,Vendor,310,2024-11-07
455,6,Purchase Order Created,Vendor,408,2024-11-22
456,6,Compliance Review Completed,Reliability,476,2026-08-02
457,4,Vendor Updated,Vendor,103,2024-05-16
458,4,Vendor Rejected,User,415,2025-06-12
459,1,Vendor Approved,Invoice,544,2026-07-10
460,1,Compliance Review Completed,User,894,2025-04-09
461,4,Procurement Request Created,PurchaseOrder,935,2025-01-11
462,2,Vendor Rejected,ProcurementRequest,156,2026-08-12
463,4,Procurement Request Approved,PurchaseOrder,848,2025-10-31
464,4,Vendor Rejected,Vendor,13,2025-04-07
465,1,Procurement Request Created,Invoice,421,2025-06-22
466,6,Procurement Request Created,ProcurementRequest,430,2026-01-25
467,3,Vendor Rejected,ProcurementRequest,485,2026-06-26
468,2,Purchase Order Updated,Reliability,622,2026-05-10
469,3,Procurement Request Created,Invoice,583,2024-12-09
470,2,Invoice Reviewed,Contract,299,2024-07-09
471,3,Vendor Updated,ProcurementRequest,471,2025-03-30
472,4,Contract Created,Invoice,855,2025-08-06
473,6,User Account Updated,Contract,735,2025-05-08
474,2,Invoice Reviewed,Reliability,587,2025-01-17
475,1,Procurement Request Created,User,923,2025-01-30
476,1,Purchase Order Created,User,165,2025-11-15
477,6,Purchase Order Created,User,492,2026-01-27
478,1,Vendor Rejected,ProcurementRequest,693,2026-01-11
479,1,Contract Updated,ProcurementRequest,730,2025-10-23
480,1,Invoice Reviewed,Contract,816,2025-10-23
481,1,Purchase Order Updated,User,787,2024-04-09
482,5,Contract Updated,Contract,746,2025-11-14
483,6,User Account Updated,PurchaseOrder,145,2024-08-16
484,1,Invoice Reviewed,ProcurementRequest,500,2026-07-21
485,4,Vendor Updated,ProcurementRequest,735,2025-08-28
486,4,Vendor Rejected,User,94,2025-01-05
487,6,Invoice Reviewed,Invoice,723,2024-12-18
488,6,Invoice Reviewed,User,880,2024-08-23
489,2,Reliability Score Calculated,Reliability,518,2026-03-03
490,3,Vendor Rejected,Contract,129,2026-08-04
491,6,Compliance Review Completed,Invoice,700,2026-07-19
492,1,Procurement Request Created,PurchaseOrder,561,2026-01-22
493,5,Vendor Rejected,ProcurementRequest,737,2025-12-13
494,6,Procurement Request Created,Contract,55,2025-11-08
495,2,Vendor Approved,Invoice,548,2024-02-29
496,3,Vendor Rejected,User,535,2024-08-08
497,3,Purchase Order Created,ProcurementRequest,836,2025-08-04
498,2,Procurement Request Created,PurchaseOrder,330,2025-03-21
499,5,Vendor Approved,User,956,2025-06-18
500,4,Procurement Request Approved,Invoice,645,2026-07-30
501,2,Purchase Order Approved,Contract,149,2024-10-28
502,6,Purchase Order Approved,Vendor,721,2025-03-10
503,4,Procurement Request Created,PurchaseOrder,97,2026-03-30
504,5,Procurement Request Approved,User,298,2024-09-04
505,1,Contract Updated,Contract,293,2025-05-26
506,3,Vendor Updated,Invoice,656,2024-07-24
507,2,Procurement Request Created,Invoice,242,2026-01-16
508,3,Contract Created,Contract,25,2025-09-10
509,6,Invoice Reviewed,PurchaseOrder,598,2026-05-18
510,3,Vendor Rejected,Contract,689,2024-06-21
511,5,User Account Updated,Invoice,42,2025-07-23
512,3,Purchase Order Updated,ProcurementRequest,539,2026-03-19
